City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,praia da vitoria,38.7333,-27.0667,19.14,77,40,6.68,PT,1680326275
367,lompoc,34.6391,-120.4579,9.4,80,0,9.39,US,1680326275
368,evensk,61.95,159.2333,-1.52,87,100,1.4,RU,1680326275
369,nishihara,26.1842,127.7558,22.81,68,75,7.2,JP,1680326275
370,tongren,27.7172,109.1853,24.78,56,59,1.15,CN,1680326275
371,malumfashi,11.7853,7.6218,21.18,16,68,3.64,NG,1680326275
372,toropets,56.4978,31.6353,0.39,81,100,2.83,RU,1680326275
373,teluknaga,-6.0989,106.6381,30.1,78,40,6.17,ID,1680326275
374,halifax,44.6453,-63.5724,2.0,84,100,4.12,CA,1680326275
375,shubarshi,48.5872,57.1869,11.72,27,75,10.88,KZ,1680326276
376,san policarpo,12.1791,125.5072,28.63,70,93,3.53,PH,1680326276
377,galle,6.0367,80.217,29.29,69,5,2.4,LK,1680326276
378,dunedin,-45.8742,170.5036,17.67,71,11,1.79,NZ,1680326276
379,victor harbor,-35.5667,138.6167,15.93,56,92,5.71,AU,1680326276
380,bonavista,48.6499,-53.1147,-1.95,90,49,4.52,CA,1680326276
381,dharchula,29.85,80.5333,15.74,74,99,1.05,IN,1680326276
382,foumban,5.7291,10.9001,18.77,77,96,0.73,CM,1680326276
383,nanning,22.8167,108.3167,20.25,87,100,3.13,CN,1680326276
384,nibong tebal,5.1659,100.4779,32.99,63,60,2.35,MY,1680326276
385,yatou,37.15,122.3833,17.95,25,13,3.53,CN,1680326277
386,santo antonio do sudoeste,-26.0736,-53.7253,20.45,86,47,2.06,BR,1680326277
387,noumea,-22.2763,166.4572,28.99,72,40,2.27,NC,1680325819
388,toila,59.4236,27.5025,-1.96,96,100,8.55,EE,1680326277
389,menongue,-14.6585,17.691,15.09,96,59,1.22,AO,1680326277
390,olafsvik,64.8945,-23.7142,3.75,83,96,7.01,IS,1680326277
391,orodara,10.9492,-4.9342,24.55,18,22,1.12,BF,1680326277
392,naze,28.3667,129.4833,21.51,85,75,5.96,JP,1680326277
393,maragogi,-9.0122,-35.2225,23.36,84,9,1.79,BR,1680326277
394,kuhdasht,33.535,47.6061,4.67,28,0,2.53,IR,1680326277
395,arona,28.0996,-16.681,20.29,25,0,9.77,ES,1680325696
396,vila franca do campo,37.7167,-25.4333,16.23,94,100,2.75,PT,1680326277
397,vestmanna,62.1564,-7.1664,4.51,100,100,6.17,FO,1680326278
398,maceio,-9.6658,-35.7353,22.69,100,20,2.06,BR,1680325602
399,jinka,5.65,36.65,18.19,85,98,1.42,ET,1680326278
400,nanortalik,60.1432,-45.2371,-6.48,91,53,1.62,GL,1680326278
401,mao,39.8885,4.2658,14.31,67,20,4.63,ES,1680326278
402,tanda,26.55,82.65,27.59,44,92,2.84,IN,1680326247
403,darnah,32.767,22.6367,15.25,44,23,4.89,LY,1680326278
404,cayenne,4.9333,-52.3333,25.02,83,20,1.54,GF,1680326278
405,daru,-9.0763,143.2092,29.89,66,83,3.56,PG,1680326278
406,banamba,13.55,-7.45,23.88,11,30,3.75,ML,1680326278
407,padang,-0.9492,100.3543,28.03,74,98,2.5,ID,1680325841
408,tiznit,29.5833,-9.5,18.57,31,0,0.75,MA,1680326279
409,giresun,40.5,38.5,-11.03,76,1,2.49,TR,1680326279
410,vanavara,60.34,102.2797,-12.15,72,92,2.71,RU,1680326279
411,mbanza-ngungu,-5.25,14.8667,19.81,97,100,1.27,CD,1680326279
412,leh,34.1667,77.5833,-0.07,79,100,2.65,IN,1680326279
413,kirakira,-10.4544,161.9205,28.59,77,100,1.88,SB,1680326279
414,iqaluit,63.7506,-68.5145,-11.15,79,100,4.12,CA,1680326279
415,la seyne-sur-mer,43.0982,5.8847,13.12,63,36,4.02,FR,1680326279
416,dagami,11.0608,124.9028,30.43,61,99,2.88,PH,1680326279
417,mortka,59.3322,66.0214,1.66,71,100,6.2,RU,1680326279
418,nebolchi,59.1239,33.3454,0.72,81,100,1.45,RU,1680326279
419,gurgaon,28.4667,77.0333,24.02,60,20,1.54,IN,1680326279
420,port blair,11.6667,92.75,30.02,66,40,3.09,IN,1680325995
421,alyangula,-13.8483,136.4192,30.79,56,21,3.02,AU,1680326280
422,terme,41.2092,36.9739,10.96,55,6,1.42,TR,1680326280
423,westport,41.1415,-73.3579,12.47,84,100,1.54,US,1680326117
424,ritchie,-29.038,24.6028,14.56,78,2,5.37,ZA,1680326280
425,bridgetown,13.1,-59.6167,25.27,83,40,7.72,BB,1680326280
426,takoradi,4.8845,-1.7554,25.4,81,100,1.87,GH,1680326280
427,poronaysk,49.2167,143.1167,1.72,94,91,0.66,RU,1680326280
428,cherskiy,68.75,161.3,-17.14,91,100,7.61,RU,1680326280
429,kieta,-6.2167,155.6333,28.51,75,88,1.94,PG,1680326280
430,novyy urgal,51.0736,132.5642,9.96,45,12,1.0,RU,1680326280
431,turayf,31.6725,38.6637,5.14,56,0,1.54,SA,1680326281
432,saint-augustin,51.226,-58.6502,-0.92,85,74,3.82,CA,1680326281
433,shelburne,44.0787,-80.2041,2.09,98,100,4.12,CA,1680326281
434,lasa,46.6166,10.7002,3.35,92,98,2.56,IT,1680326281
435,san andres,12.5847,-81.7006,27.01,69,20,4.63,CO,1680326281
436,shingu,33.7333,135.9833,18.86,51,52,2.25,JP,1680326281
437,seymchan,62.8833,152.4333,-8.89,87,100,3.82,RU,1680326281
438,rawlins,41.7911,-107.2387,-2.06,64,0,11.83,US,1680326281
439,banjar,-8.19,114.9675,27.89,79,98,1.54,ID,1680326281
440,bosaso,11.2842,49.1816,30.06,60,33,1.83,SO,1680326281
441,kralendijk,12.15,-68.2667,25.99,78,75,7.2,BQ,1680326095
442,aguimes,27.9054,-15.4461,20.35,37,0,6.71,ES,1680326282
443,coquimbo,-29.9533,-71.3436,14.85,100,0,2.06,CL,1680325424
444,pallavaram,12.9761,80.1836,31.95,66,40,5.14,IN,1680326282
445,kaoma,-14.7833,24.8,17.73,97,100,1.84,ZM,1680326282
446,batangafo,7.3008,18.2833,23.2,72,38,2.29,CF,1680326282
447,gorkovskiy,45.6542,41.199,4.31,67,6,1.89,RU,1680326282
448,lufilufi,-13.8745,-171.5986,29.88,70,23,1.49,WS,1680326282
449,auki,-8.7676,160.7034,26.75,83,84,0.3,SB,1680326282
450,verkhniye kigi,55.4083,58.6044,5.78,65,100,2.64,RU,1680326283
451,bouafle,6.9904,-5.7442,23.87,91,11,1.5,CI,1680326283
452,pangnirtung,66.1451,-65.7125,-19.66,85,16,3.36,CA,1680326283
453,nacogdoches,31.6002,-94.6335,22.02,97,0,0.0,US,1680326044
454,leopoldina,-21.5319,-42.6431,20.68,96,86,0.68,BR,1680326101
455,dumka,24.2667,87.25,28.58,39,93,1.16,IN,1680326085
456,zhigalovo,54.8097,105.1578,-7.47,58,89,3.52,RU,1680326283
457,gat,31.61,34.7642,13.0,100,59,1.61,IL,1680326283
458,miraflores,19.2167,-98.8083,21.13,48,39,1.13,MX,1680325711
459,cozumel,20.5083,-86.9458,25.04,83,0,2.57,MX,1680326231
460,hofn,64.2539,-15.2082,6.72,98,100,5.85,IS,1680326283
461,ogulin,45.2661,15.2286,6.45,95,100,0.79,HR,1680326284
462,harper,4.375,-7.7169,25.7,88,68,1.87,LR,1680326284
463,sulangan,11.1373,123.7228,27.92,75,100,4.15,PH,1680326284
464,nadym,65.5333,72.5167,-0.73,89,99,9.35,RU,1680326284
465,shitanjing,39.2342,106.3439,17.55,29,54,9.7,CN,1680326284
466,sakakah,29.9697,40.2064,10.76,39,0,2.43,SA,1680326284
467,cape canaveral,28.4058,-80.6048,24.43,81,0,5.66,US,1680326284
468,kanzaki,33.3,130.3667,24.51,35,0,5.66,JP,1680326284
469,tete,-16.1564,33.5867,23.05,94,75,1.54,MZ,1680326284
470,marawi,7.9986,124.2928,24.58,87,86,1.77,PH,1680326285
471,eydhafushi,5.1033,73.0708,28.33,66,0,3.97,MV,1680326285
472,sitka,57.0531,-135.33,3.94,87,100,4.12,US,1680326285
473,gisborne,-38.6533,178.0042,20.8,68,100,2.09,NZ,1680325990
474,mantua,45.1667,10.7833,7.83,89,41,1.34,IT,1680325735
475,tsuyama,35.05,134.0,22.46,29,8,2.11,JP,1680326285
476,severnoye,56.3491,78.3619,-3.96,70,22,2.33,RU,1680326285
477,ayan,56.45,138.1667,-1.89,92,100,1.42,RU,1680326285
478,west bay,19.3667,-81.4167,26.11,86,9,0.45,KY,1680326285
479,otradnoye,59.7775,30.8181,-0.97,98,100,3.22,RU,1680326072
480,broken hill,-31.95,141.4333,19.98,38,14,5.12,AU,1680326286
481,lalibela,12.0333,39.0333,17.73,56,85,0.88,ET,1680326286
482,rio grande,-32.035,-52.0986,16.55,59,1,8.65,BR,1680326286
483,mannarakkat,10.9833,76.4667,33.82,46,17,1.91,IN,1680326286
484,orlik,52.5178,99.825,-13.19,54,100,1.83,RU,1680326286
485,sarakhs,36.5449,61.1577,18.08,55,75,7.2,IR,1680326286
486,vestmannaeyjar,63.4427,-20.2734,5.43,69,97,6.08,IS,1680326286
487,san jose,37.3394,-121.895,10.14,72,0,2.57,US,1680326259
488,hay river,60.8156,-115.7999,-7.01,73,100,6.69,CA,1680326199
489,khuzhir,53.1939,107.3397,-5.8,46,45,6.4,RU,1680326287
490,vicuna,-30.0319,-70.7081,10.85,42,24,0.15,CL,1680326287
491,lakselv,70.0513,24.9718,-4.1,74,75,6.69,NO,1680326287
492,goderich,43.7501,-81.7165,10.18,100,100,5.14,CA,1680326287
493,mayumba,-3.432,10.6554,23.44,91,100,1.75,GA,1680326287
494,okhotsk,59.3833,143.3,-1.13,87,99,4.55,RU,1680326287
495,balabac,7.9868,117.0645,27.71,73,100,2.48,PH,1680326287
496,yankton,42.8711,-97.3973,-0.86,93,100,14.92,US,1680326288
497,ambon,-3.6954,128.1814,30.08,79,40,4.12,ID,1680325671
498,lorengau,-2.0226,147.2712,25.73,86,100,3.14,PG,1680326288
499,raga,8.4596,25.678,22.43,23,95,0.38,SS,1680326288
500,comodoro rivadavia,-45.8667,-67.5,15.92,25,0,5.14,AR,1680326288
501,joshimath,30.5667,79.5667,10.75,98,100,2.38,IN,1680326288
502,srisailam,16.0833,78.8667,33.72,35,15,1.32,IN,1680326288
503,awbari,26.5921,12.7805,15.02,18,0,3.42,LY,1680326288
504,macaubas,-13.0194,-42.6986,18.6,66,0,0.83,BR,1680326288
505,novotroitsk,51.203,58.3266,8.39,47,98,7.01,RU,1680326288
506,carutapera,-1.195,-46.02,23.92,92,99,2.75,BR,1680326289
507,arandis,-22.4167,14.9667,12.67,66,0,1.12,NA,1680326289
508,nioki,-2.7167,17.6833,20.46,93,92,0.95,CD,1680326289
509,bougouni,11.417,-7.479,25.24,17,75,0.71,ML,1680326289
510,odweyne,9.4092,45.064,25.41,47,73,5.6,SO,1680326289
511,ko samui,9.5357,99.9357,30.95,70,20,5.66,TH,1680326289
512,narsaq,60.9167,-46.05,-4.88,66,38,3.17,GL,1680326289
513,makhachkala,42.9764,47.5024,5.01,71,100,4.78,RU,1680326289
514,weligama,5.9667,80.4167,30.17,63,6,2.31,LK,1680326290
515,ramanuj ganj,23.8,83.7,29.67,30,30,2.92,IN,1680326290
516,morondava,-20.2833,44.2833,26.19,80,56,1.79,MG,1680326290
517,coihaique,-45.5752,-72.0662,5.34,100,100,2.06,CL,1680326290
518,taksimo,56.3444,114.8794,-5.15,48,100,4.22,RU,1680326290
519,damghan,36.1683,54.348,15.2,26,23,3.9,IR,1680326290
520,bocas del toro,9.3333,-82.25,24.14,83,46,3.29,PA,1680326290
521,san-pedro,4.7485,-6.6363,24.85,93,76,2.1,CI,1680326290
522,miyako,39.6367,141.9525,10.5,50,0,3.79,JP,1680326291
523,fuerte,17.5381,120.3644,32.28,80,2,4.26,PH,1680326291
524,erzin,36.9559,36.2,9.31,49,22,0.81,TR,1680326291
525,saint anthony,45.0205,-93.218,0.78,94,100,8.75,US,1680326115
526,pingxiang,27.6167,113.85,24.95,52,37,0.92,CN,1680326291
527,labytnangi,66.6572,66.4183,-0.57,98,100,5.1,RU,1680326291
528,beringovskiy,63.05,179.3167,-1.42,88,94,2.55,RU,1680326291
529,tiburon,37.8735,-122.4566,10.56,75,30,0.45,US,1680326291
530,peniche,39.3558,-9.3811,13.03,94,61,3.01,PT,1680325870
531,qui nhon,13.7667,109.2333,28.03,69,100,4.71,VN,1680326292
532,obo,5.3998,26.4869,20.37,86,100,2.16,CF,1680326292
533,suntar,62.1444,117.6319,-13.29,78,100,3.41,RU,1680326292
534,otane,-39.8833,176.6333,18.89,96,99,2.57,NZ,1680326292
535,galveston,29.3669,-94.9669,24.06,91,100,3.6,US,1680326192
536,susurluk,39.9136,28.1578,8.88,69,42,3.7,TR,1680326292
537,malanje,-9.5402,16.341,17.41,98,100,0.95,AO,1680326292
538,iskar,43.45,24.2667,4.92,87,75,1.03,BG,1680326292
539,khasan,42.4308,130.6434,7.12,75,10,4.5,RU,1680326293
540,dengzhou,37.8086,120.7508,15.95,35,54,3.64,CN,1680326293
541,acari,-15.4311,-74.6158,24.21,83,97,1.13,PE,1680326293
542,baragua,21.6967,-78.6328,22.8,80,1,3.62,CU,1680326293
543,karlshamn,56.1706,14.8619,-0.73,82,98,7.37,SE,1680326293
544,owando,-0.4819,15.8999,20.49,87,78,0.71,CG,1680326293
545,kamenka,51.3223,42.7678,3.35,79,65,6.31,RU,1680326293
546,zhigansk,66.7697,123.3711,-17.99,78,66,4.2,RU,1680326293
547,roma,43.2128,-75.4557,9.34,93,100,4.63,US,1680326191
548,kyshtovka,56.555,76.6271,-3.34,82,37,3.02,RU,1680326293
549,ketchikan,55.3422,-131.6461,3.26,93,100,3.6,US,1680326294
550,cassilandia,-19.1133,-51.7342,20.9,93,89,1.29,BR,1680326294
551,itacoatiara,-3.1431,-58.4442,23.06,97,100,0.79,BR,1680326294
552,koulikoro,14.0,-7.75,23.66,10,23,3.87,ML,1680326294
553,anjozorobe,-18.4,47.8667,17.8,86,73,2.13,MG,1680326294
554,chandvad,20.3333,74.25,26.69,26,6,2.31,IN,1680326294
555,north platte,41.1239,-100.7654,-1.05,65,0,10.8,US,1680326294
556,tabou,4.423,-7.3528,25.36,89,80,1.98,CI,1680326294
557,faxinal,-24.0003,-51.3194,17.43,96,0,1.03,BR,1680326294
558,ostrovnoy,68.0531,39.5131,-12.84,95,82,4.46,RU,1680326295
559,santa cruz de tenerife,28.4682,-16.2546,23.68,37,0,3.09,ES,1680326295
560,bumba,2.1833,22.4667,21.0,93,100,1.23,CD,1680326295
561,ust-nera,64.5667,143.2,-5.85,90,100,0.83,RU,1680326295
562,valdepenas,38.7621,-3.3848,8.43,79,54,3.42,ES,1680326295
563,kalanguy,51.0167,116.5167,4.74,39,85,5.77,RU,1680326295
564,kaniama,-7.5667,24.1833,17.74,98,99,0.94,CD,1680326295
565,cabra,37.4725,-4.4421,10.8,87,71,1.23,ES,1680326295
566,skjervoy,70.0311,20.9714,-1.0,56,100,10.34,NO,1680326296
567,dzhebariki-khaya,62.2167,135.8,-3.8,92,100,2.6,RU,1680326296
568,brantford,43.1334,-80.2664,10.23,97,100,0.89,CA,1680326296
569,jumla,29.2747,82.1838,7.97,80,90,1.91,NP,1680326296
570,talnakh,69.4865,88.3972,-13.77,94,100,8.81,RU,1680326296
571,mikhaylovskoye,51.8239,79.7172,-3.68,43,4,5.48,RU,1680326296
572,ryazanskaya,44.9553,39.5889,6.81,66,5,2.24,RU,1680326296
573,witu,-2.3889,40.4382,29.09,67,66,3.07,KE,1680326296
574,pavlogradka,54.2024,73.5592,-4.33,79,18,4.63,RU,1680326296
575,yerofey pavlovich,53.9667,121.9667,7.02,65,100,0.98,RU,1680326296
576,santiago,-33.4569,-70.6483,21.59,31,0,1.03,CL,1680326105
577,port hedland,-20.3167,118.5667,34.03,46,11,4.63,AU,1680326297
578,sakrand,26.1384,68.2736,26.97,57,2,2.06,PK,1680326297
579,buzmeyin,38.0507,58.2056,12.85,62,75,5.14,TM,1680326297
580,surt,31.2089,16.5887,17.37,33,3,5.08,LY,1680326297
581,achalpur,21.2572,77.5086,31.08,20,14,0.71,IN,1680326297
582,axim,4.8699,-2.2405,25.39,83,100,2.25,GH,1680326297
583,roblin,51.23,-101.3565,-15.14,98,61,1.8,CA,1680326115
584,hargeysa,9.56,44.065,23.69,58,42,2.26,SO,1680326297
585,poum,-20.2333,164.0167,26.83,77,6,1.91,NC,1680326297
586,touros,-5.1989,-35.4608,24.67,82,83,3.84,BR,1680326172
587,limulunga,-15.0969,23.1376,18.12,95,96,2.36,ZM,1680326298
588,barcelos,41.5388,-8.6151,14.08,94,98,1.39,PT,1680326298
589,qasigiannguit,68.8193,-51.1922,-19.86,86,12,2.12,GL,1680326298
590,novobessergenevka,47.1847,38.8462,5.09,79,13,6.5,RU,1680326298
591,bongor,10.2806,15.3722,27.2,21,96,2.95,TD,1680326298
592,nipawin,53.3668,-104.0009,-4.98,86,100,1.03,CA,1680326298
593,harrison,30.4091,-89.0436,23.04,95,100,3.09,US,1680326115
594,anadyr,64.75,177.4833,-2.72,92,100,4.0,RU,1680326299
595,matara,5.9485,80.5353,30.48,61,9,2.2,LK,1680326299
596,barcelona,41.3888,2.159,15.39,79,40,2.06,ES,1680326299
597,dali,25.7,100.1833,20.83,32,13,4.01,CN,1680326299
598,hovd,48.0056,91.6419,-9.15,39,100,4.38,MN,1680326299
599,catamarca,-28.4696,-65.7852,19.77,76,89,2.24,AR,1680326299
600,jiangyou,31.7667,104.7167,19.98,62,95,1.71,CN,1680326299
601,miquelon,47.0975,-56.3814,-1.0,79,51,2.84,PM,1680326299
602,ubala,4.7478,-72.5369,26.77,55,96,0.96,CO,1680326299
603,gizo,-8.103,156.8419,28.77,71,91,0.54,SB,1680326300
